AREAS;SITES;TECHNOLOGIES;PERCENTAGES
920360302;2068265;3G;1
920360302;2068265;5G;1
920360302;2459770;3G;1
920360302;2459770;5G;1
920360302;812348;3G;1
920360302;812348;5G;1
920360302;2068265;4G;1
920360302;2459770;4G;1
920360302;812348;4G;1
920120402;627950;3G;1
920120402;627950;5G;1
920120402;573611;3G;1
920120402;573611;5G;1
920120402;627950;4G;1
920120402;573611;4G;1
920480210;836221;3G;1
920480210;836221;5G;1
920480210;2089716;3G;1
920480210;2089716;5G;1
920480210;585638;3G;1
920480210;585638;5G;1
920480210;836221;4G;1
920480210;2089716;4G;1
920480210;585638;4G;1
920040202;689709;3G;1
920040202;689709;5G;1
920040202;601391;3G;1
920040202;601391;5G;1
920040202;689709;4G;1
920040202;601391;4G;1
920020403;2228730;3G;1
920020403;2228730;5G;1
920020403;485457;3G;1
920020403;485457;5G;1
920020403;2228730;4G;1
920020403;485457;4G;1
920630301;1910947;3G;1
920630301;1910947;5G;1
920630301;2257597;3G;1
920630301;2257597;5G;1
920630301;547121;3G;1
920630301;547121;5G;1
920630301;1910947;4G;1
920630301;2257597;4G;1
920630301;547121;4G;1
920440118;2563410;3G;1
920440118;2563410;5G;1
920440118;1206077;3G;1
920440118;1206077;5G;1
920440118;2563410;4G;1
920440118;1206077;4G;1
920780103;2531539;3G;1
920780103;2531539;5G;1
920780103;2079278;3G;1
920780103;2079278;5G;1
920780103;2531539;4G;1
920780103;2079278;4G;1
920500606;1771954;3G;1
920500606;1771954;5G;1
920500606;711000;3G;1
920500606;711000;5G;1
920500606;1474282;3G;1
920500606;1474282;5G;1
920500606;1771954;4G;1
920500606;711000;4G;1
920500606;1474282;4G;1
920480207;1623750;3G;1
920480207;1623750;5G;1
920480207;639034;3G;1
920480207;639034;5G;1
920480207;1623750;4G;1
920480207;639034;4G;1
920600101;2624870;3G;1
920600101;2624870;5G;1
920600101;652077;3G;1
920600101;652077;5G;1
920600101;2624870;4G;1
920600101;652077;4G;1
920040707;555523;3G;1
920040707;555523;5G;1
920040707;473361;3G;1
920040707;473361;5G;1
920040707;555523;4G;1
920040707;473361;4G;1
920620401;2114377;3G;1
920620401;2114377;5G;1
920620401;1551989;3G;1
920620401;1551989;5G;1
920620401;2186231;3G;1
920620401;2186231;5G;1
920620401;667929;3G;1
920620401;667929;5G;1
920620401;2114377;4G;1
920620401;1551989;4G;1
920620401;2186231;4G;1
920620401;667929;4G;1
920250403;2257556;3G;1
920250403;2257556;5G;1
920250403;530728;3G;1
920250403;530728;5G;1
920250403;2195077;3G;1
920250403;2195077;5G;1
920250403;588386;3G;1
920250403;588386;5G;1
920250403;2257556;4G;1
920250403;530728;4G;1
920250403;2195077;4G;1
920250403;588386;4G;1
920250210;713189;3G;1
920250210;713189;5G;1
920250210;2511535;3G;1
920250210;2511535;5G;1
920250210;2156159;3G;1
920250210;2156159;5G;1
920250210;713189;4G;1
920250210;2511535;4G;1
920250210;2156159;4G;1
920230303;620360;3G;1
920230303;620360;5G;1
920230303;2570000;3G;1
920230303;2570000;5G;1
920230303;653790;3G;1
920230303;653790;5G;1
920230303;620360;4G;1
920230303;2570000;4G;1
920230303;653790;4G;1
920750110;568813;3G;1
920750110;568813;5G;1
920750110;568813;4G;1
920780104;1641803;3G;1
920780104;1641803;5G;1
920780104;2079278;3G;1
920780104;2079278;5G;1
920780104;871233;3G;1
920780104;871233;5G;1
920780104;1641803;4G;1
920780104;2079278;4G;1
920780104;871233;4G;1
920350110;532796;3G;1
920350110;532796;5G;1
920350110;1897450;3G;1
920350110;1897450;5G;1
920350110;2201607;3G;1
920350110;2201607;5G;1
920350110;871221;3G;1
920350110;871221;5G;1
920350110;532796;4G;1
920350110;1897450;4G;1
920350110;2201607;4G;1
920350110;871221;4G;1
920320104;1467469;3G;1
920320104;1467469;5G;1
920320104;1467469;4G;1
920630103;2145196;3G;1
920630103;2145196;5G;1
920630103;1693681;3G;1
920630103;1693681;5G;1
920630103;2725190;3G;1
920630103;2725190;5G;1
920630103;644018;3G;1
920630103;644018;5G;1
920630103;2145196;4G;1
920630103;1693681;4G;1
920630103;2725190;4G;1
920630103;644018;4G;1
920120401;627935;3G;1
920120401;627935;5G;1
920120401;812258;3G;1
920120401;812258;5G;1
920120401;1848379;3G;1
920120401;1848379;5G;1
920120401;1474419;3G;1
920120401;1474419;5G;1
920120401;627935;4G;1
920120401;812258;4G;1
920120401;1848379;4G;1
920120401;1474419;4G;1
920320103;1422218;3G;1
920320103;1422218;5G;1
920320103;1467469;3G;1
920320103;1467469;5G;1
920320103;795414;3G;1
920320103;795414;5G;1
920320103;1422218;4G;1
920320103;1467469;4G;1
920320103;795414;4G;1
920230105;1438809;3G;1
920230105;1438809;5G;1
920230105;451299;3G;1
920230105;451299;5G;1
920230105;451299;4G;1
920120304;1709555;3G;1
920120304;1709555;5G;1
920120304;1744827;3G;1
920120304;1744827;5G;1
920120304;550712;3G;1
920120304;550712;5G;1
920120304;1709555;4G;1
920120304;1744827;4G;1
920120304;550712;4G;1
920120206;555576;3G;1
920120206;555576;5G;1
920120206;2551920;3G;1
920120206;2551920;5G;1
920120206;555576;4G;1
920120206;2551920;4G;1
920260504;2058146;3G;1
920260504;2058146;5G;1
920260504;2438235;3G;1
920260504;2438235;5G;1
920260504;2058146;4G;1
920260504;2438235;4G;1
920260101;618342;3G;1
920260101;618342;5G;1
920260101;2262979;3G;1
920260101;2262979;5G;1
920260101;1898367;3G;1
920260101;1898367;5G;1
920260101;618342;4G;1
920260101;2262979;4G;1
920260101;1898367;4G;1
920070110;684499;3G;1
920070110;684499;5G;1
920070110;836254;3G;1
920070110;836254;5G;1
920070110;1305975;3G;1
920070110;1305975;5G;1
920070110;684499;4G;1
920070110;836254;4G;1
920070110;1305975;4G;1
920460110;524492;3G;1
920460110;524492;5G;1
920460110;1302792;3G;1
920460110;1302792;5G;1
920460110;2240099;3G;1
920460110;2240099;5G;1
920460110;524492;4G;1
920460110;1302792;4G;1
920460110;2240099;4G;1
920220101;510335;3G;1
920220101;510335;5G;1
920220101;906160;3G;1
920220101;906160;5G;1
920220101;2544177;3G;1
920220101;2544177;5G;1
920220101;510335;4G;1
920220101;906160;4G;1
920220101;2544177;4G;1
920260203;618013;3G;1
920260203;618013;5G;1
920260203;2266475;3G;1
920260203;2266475;5G;1
920260203;618011;3G;1
920260203;618011;5G;1
920260203;618013;4G;1
920260203;2266475;4G;1
920260203;618011;4G;1
920240502;1934415;3G;1
920240502;1934415;5G;1
920240502;2098506;3G;1
920240502;2098506;5G;1
920240502;871181;3G;1
920240502;871181;5G;1
920240502;1934415;4G;1
920240502;2098506;4G;1
920240502;871181;4G;1
920720106;836250;3G;1
920720106;836250;5G;1
920720106;1016710;3G;1
920720106;1016710;5G;1
920720106;630890;3G;1
920720106;630890;5G;1
920720106;836250;4G;1
920720106;1016710;4G;1
920720106;630890;4G;1
920350103;711247;3G;1
920350103;711247;5G;1
920350103;1860003;3G;1
920350103;1860003;5G;1
920350103;2201607;3G;1
920350103;2201607;5G;1
920350103;1284926;3G;1
920350103;1284926;5G;1
920350103;588818;3G;1
920350103;588818;5G;1
920350103;711247;4G;1
920350103;1860003;4G;1
920350103;2201607;4G;1
920350103;1284926;4G;1
920350103;588818;4G;1
920640105;2768190;3G;1
920640105;2768190;5G;1
920640105;1525214;3G;1
920640105;1525214;5G;1
920640105;549290;3G;1
920640105;549290;5G;1
920640105;2768190;4G;1
920640105;1525214;4G;1
920640105;549290;4G;1
920640110;541311;3G;1
920640110;541311;5G;1
920640110;1905577;3G;1
920640110;1905577;5G;1
920640110;541311;4G;1
920640110;1905577;4G;1
920360202;510287;3G;1
920360202;510287;5G;1
920360202;1830770;3G;1
920360202;1830770;5G;1
920360202;2140058;3G;1
920360202;2140058;5G;1
920360202;871148;3G;1
920360202;871148;5G;1
920360202;510287;4G;1
920360202;1830770;4G;1
920360202;2140058;4G;1
920360202;871148;4G;1
920260406;312042;3G;1
920260406;312042;5G;1
920260406;2322280;3G;1
920260406;2322280;5G;1
920260406;1898363;3G;1
920260406;1898363;5G;1
920260406;312042;4G;1
920260406;2322280;4G;1
920260406;1898363;4G;1
920500801;1771954;3G;1
920500801;1771954;5G;1
920500801;1278012;3G;1
920500801;1278012;5G;1
920500801;1771954;4G;1
920500801;1278012;4G;1
920620205;836323;3G;1
920620205;836323;5G;1
920620205;615917;3G;1
920620205;615917;5G;1
920620205;2074797;3G;1
920620205;2074797;5G;1
920620205;836323;4G;1
920620205;615917;4G;1
920620205;2074797;4G;1
920040703;555523;3G;1
920040703;555523;5G;1
920040703;457874;3G;1
920040703;457874;5G;1
920040703;555523;4G;1
920040703;457874;4G;1
920200102;666529;3G;1
920200102;666529;5G;1
920200102;798342;3G;1
920200102;798342;5G;1
920200102;2197507;3G;1
920200102;2197507;5G;1
920200102;2416318;3G;1
920200102;2416318;5G;1
920200102;449242;3G;1
920200102;449242;5G;1
920200102;666529;4G;1
920200102;798342;4G;1
920200102;2197507;4G;1
920200102;2416318;4G;1
920200102;449242;4G;1
920260505;1559185;3G;1
920260505;1559185;5G;1
920260505;618350;3G;1
920260505;618350;5G;1
920260505;836361;3G;1
920260505;836361;5G;1
920260505;562486;3G;1
920260505;562486;5G;1
920260505;1685145;3G;1
920260505;1685145;5G;1
920260505;618001;3G;1
920260505;618001;5G;1
920260505;647445;3G;1
920260505;647445;5G;1
920260505;618350;4G;1
920260505;2227916;4G;1
920260505;2227916;5G;1
920260505;836361;4G;1
920260505;562486;4G;1
920260505;1685145;4G;1
920260505;618001;4G;1
920260505;647445;4G;1
920500301;2359826;3G;1
920500301;2359826;5G;1
920500301;711008;3G;1
920500301;711008;5G;1
920500301;676208;3G;1
920500301;676208;5G;1
920500301;2359826;4G;1
920500301;711008;4G;1
920500301;676208;4G;1
920360501;1609227;3G;1
920360501;1609227;5G;1
920360501;473377;3G;1
920360501;473377;5G;1
920360501;1609227;4G;1
920360501;473377;4G;1
920440115;2141127;3G;1
920440115;2141127;5G;1
920440115;2020313;3G;1
920440115;2020313;5G;1
920440115;2141127;4G;1
920440115;2020313;4G;1
920480105;539199;3G;1
920480105;539199;5G;1
920480105;748957;3G;1
920480105;748957;5G;1
920480105;1803929;3G;1
920480105;1803929;5G;1
920480105;2707100;3G;1
920480105;2707100;5G;1
920480105;539199;4G;1
920480105;748957;4G;1
920480105;1803929;4G;1
920480105;2707100;4G;1
920190108;514875;3G;1
920190108;514875;5G;1
920190108;786853;3G;1
920190108;786853;5G;1
920190108;514875;4G;1
920190108;786853;4G;1
920770103;2143153;3G;1
920770103;2143153;5G;1
920770103;786859;3G;1
920770103;786859;5G;1
920770103;2488589;3G;1
920770103;2488589;5G;1
920770103;822690;3G;1
920770103;822690;5G;1
920770103;2143153;4G;1
920770103;786859;4G;1
920770103;2488589;4G;1
920770103;822690;4G;1
920190109;2061817;3G;1
920190109;2061817;5G;1
920190109;452038;3G;1
920190109;452038;5G;1
920190109;2061817;4G;1
920190109;452038;4G;1
920250204;2185773;3G;1
920250204;2185773;5G;1
920250204;1604074;3G;1
920250204;1604074;5G;1
920250204;600357;3G;1
920250204;600357;5G;1
920250204;2185773;4G;1
920250204;1604074;4G;1
920250204;600357;4G;1
920500508;710994;3G;1
920500508;710994;5G;1
920500508;1272754;3G;1
920500508;1272754;5G;1
920500508;2074797;3G;1
920500508;2074797;5G;1
920500508;594524;3G;1
920500508;594524;5G;1
920500508;710994;4G;1
920500508;1272754;4G;1
920500508;2074797;4G;1
920500508;594524;4G;1
920440108;616887;3G;1
920440108;616887;5G;1
920440108;1283918;3G;1
920440108;1283918;5G;1
920440108;2101045;3G;1
920440108;2101045;5G;1
920440108;616887;4G;1
920440108;1283918;4G;1
920440108;2101045;4G;1
920220108;2754214;3G;1
920220108;2754214;5G;1
920220108;439411;3G;1
920220108;439411;5G;1
920220108;871083;3G;1
920220108;871083;5G;1
920220108;2754214;4G;1
920220108;439411;4G;1
920220108;871083;4G;1
920330104;836272;3G;1
920330104;836272;5G;1
920330104;1899964;3G;1
920330104;1899964;5G;1
920330104;822604;3G;1
920330104;822604;5G;1
920330104;822696;3G;1
920330104;822696;5G;1
920330104;836272;4G;1
920330104;1899964;4G;1
920330104;822604;4G;1
920330104;822696;4G;1
920500701;2308408;3G;1
920500701;2308408;5G;1
920500701;588386;3G;1
920500701;588386;5G;1
920500701;708983;3G;1
920500701;708983;5G;1
920500701;2308408;4G;1
920500701;588386;4G;1
920500701;708983;4G;1
920230202;830283;3G;1
920230202;830283;5G;1
920230202;796962;3G;1
920230202;796962;5G;1
920230202;959871;3G;1
920230202;959871;5G;1
920230202;830283;4G;1
920230202;796962;4G;1
920440104;511056;3G;1
920440104;511056;5G;1
920440104;689711;3G;1
920440104;689711;5G;1
920440104;2180400;3G;1
920440104;2180400;5G;1
920440104;2199036;3G;1
920440104;2199036;5G;1
920440104;511056;4G;1
920440104;689711;4G;1
920440104;2180400;4G;1
920440104;2199036;4G;1
920360503;2473040;3G;1
920360503;2473040;5G;1
920360503;510273;3G;1
920360503;510273;5G;1
920360503;822250;3G;1
920360503;822250;5G;1
920360503;2473040;4G;1
920360503;510273;4G;1
920360503;822250;4G;1
920200104;515193;3G;1
920200104;515193;5G;1
920200104;515193;4G;1
920500704;2335269;3G;1
920500704;2335269;5G;1
920500704;2335269;4G;1
920490115;783607;3G;1
920490115;783607;5G;1
920490115;1791560;3G;1
920490115;1791560;5G;1
920490115;1903342;3G;1
920490115;1903342;5G;1
920490115;783607;4G;1
920490115;1791560;4G;1
920490115;1903342;4G;1
920500101;683030;3G;1
920500101;683030;5G;1
920500101;1198535;3G;1
920500101;1198535;5G;1
920500101;683030;4G;1
920500101;1198535;4G;1
920630202;1725912;3G;1
920630202;1725912;5G;1
920630202;821504;3G;1
920630202;821504;5G;1
920630202;1725912;4G;1
920630202;821504;4G;1
920040604;1174708;3G;1
920040604;1174708;5G;1
920040604;812348;3G;1
920040604;812348;5G;1
920040604;1174708;4G;1
920040604;812348;4G;1
920500607;1771954;3G;1
920500607;1771954;5G;1
920500607;710996;3G;1
920500607;710996;5G;1
920500607;1474282;3G;1
920500607;1474282;5G;1
920500607;1771954;4G;1
920500607;710996;4G;1
920500607;1474282;4G;1
920070117;468651;3G;1
920070117;468651;5G;1
920070117;1010940;3G;1
920070117;1010940;5G;1
920070117;468651;4G;1
920070117;1010940;4G;1
920320108;805687;3G;1
920320108;805687;5G;1
920320108;2406574;3G;1
920320108;2406574;5G;1
920320108;871193;3G;1
920320108;871193;5G;1
920320108;805687;4G;1
920320108;2406574;4G;1
920320108;871193;4G;1
920500501;2021450;3G;1
920500501;2021450;5G;1
920500501;1784205;3G;1
920500501;1784205;5G;1
920500501;1985996;3G;1
920500501;1985996;5G;1
920500501;572359;3G;1
920500501;572359;5G;1
920500501;2021450;4G;1
920500501;1784205;4G;1
920500501;1985996;4G;1
920500501;572359;4G;1
920190101;2101141;3G;1
920190101;2101141;5G;1
920190101;1377687;3G;1
920190101;1377687;5G;1
920190101;2101141;4G;1
920190101;1377687;4G;1
920230402;1998886;3G;1
920230402;1998886;5G;1
920230402;451299;3G;1
920230402;451299;5G;1
920230402;798396;3G;1
920230402;798396;5G;1
920230402;1998886;4G;1
920230402;451299;4G;1
920230402;798396;4G;1
920770105;2143153;3G;1
920770105;2143153;5G;1
920770105;786859;3G;1
920770105;786859;5G;1
920770105;2488589;3G;1
920770105;2488589;5G;1
920770105;2143153;4G;1
920770105;786859;4G;1
920770105;2488589;4G;1
920260202;618013;3G;1
920260202;618013;5G;1
920260202;1422468;3G;1
920260202;1422468;5G;1
920260202;2266475;3G;1
920260202;2266475;5G;1
920260202;618011;3G;1
920260202;618011;5G;1
920260202;618013;4G;1
920260202;1422468;4G;1
920260202;2266475;4G;1
920260202;618011;4G;1
920330105;836272;3G;1
920330105;836272;5G;1
920330105;822604;3G;1
920330105;822604;5G;1
920330105;439987;3G;1
920330105;439987;5G;1
920330105;836272;4G;1
920330105;822604;4G;1
920330105;439987;4G;1
920040502;549310;3G;1
920040502;549310;5G;1
920040502;549310;4G;1
920460107;783781;3G;1
920460107;783781;5G;1
920460107;1906682;3G;1
920460107;1906682;5G;1
920460107;783781;4G;1
920460107;1906682;4G;1
920460108;524492;3G;1
920460108;524492;5G;1
920460108;783781;3G;1
920460108;783781;5G;1
920460108;1323534;3G;1
920460108;1323534;5G;1
920460108;536494;3G;1
920460108;536494;5G;1
920460108;524492;4G;1
920460108;783781;4G;1
920460108;1323534;4G;1
920460108;536494;4G;1
920070106;1291917;3G;1
920070106;1291917;5G;1
920070106;1305975;3G;1
920070106;1305975;5G;1
920070106;1291917;4G;1
920070106;1305975;4G;1
920230103;796962;3G;1
920230103;796962;5G;1
920230103;2465519;3G;1
920230103;2465519;5G;1
920230103;796962;4G;1
920230103;2465519;4G;1
920400202;2055632;3G;1
920400202;2055632;5G;1
920400202;2289563;3G;1
920400202;2289563;5G;1
920400202;1932381;3G;1
920400202;1932381;5G;1
920400202;2055632;4G;1
920400202;2289563;4G;1
920400202;1932381;4G;1
920120504;1514331;3G;1
920120504;1514331;5G;1
920120504;573611;3G;1
920120504;573611;5G;1
920120504;1474419;3G;1
920120504;1474419;5G;1
920120504;1514331;4G;1
920120504;573611;4G;1
920120504;1474419;4G;1
920240304;1584350;3G;1
920240304;1584350;5G;1
920240304;2357536;3G;1
920240304;2357536;5G;1
920240304;595494;3G;1
920240304;595494;5G;1
920240304;1584350;4G;1
920240304;2357536;4G;1
920240304;595494;4G;1
920140105;517077;3G;1
920140105;517077;5G;1
920140105;1954211;3G;1
920140105;1954211;5G;1
920140105;2625620;3G;1
920140105;2625620;5G;1
920140105;517077;4G;1
920140105;1954211;4G;1
920140105;2625620;4G;1
920120301;627950;3G;1
920120301;627950;5G;1
920120301;628459;3G;1
920120301;628459;5G;1
920120301;1413460;3G;1
920120301;1413460;5G;1
920120301;627950;4G;1
920120301;628459;4G;1
920120301;1413460;4G;1
920190110;2061817;3G;1
920190110;2061817;5G;1
920190110;2090803;3G;1
920190110;2090803;5G;1
920190110;452038;3G;1
920190110;452038;5G;1
920190110;2061817;4G;1
920190110;2090803;4G;1
920190110;452038;4G;1
920320101;2331618;3G;1
920320101;2331618;5G;1
920320101;1467469;3G;1
920320101;1467469;5G;1
920320101;597701;3G;1
920320101;597701;5G;1
920320101;2331618;4G;1
920320101;1467469;4G;1
920320101;597701;4G;1
920250208;713189;3G;1
920250208;713189;5G;1
920250208;2156159;3G;1
920250208;2156159;5G;1
920250208;713189;4G;1
920250208;2156159;4G;1
920200105;515193;3G;1
920200105;515193;5G;1
920200105;515193;4G;1
920630602;602243;3G;1
920630602;602243;5G;1
920630602;1272756;3G;1
920630602;1272756;5G;1
920630602;602243;4G;1
920630602;1272756;4G;1
920230506;588770;3G;1
920230506;588770;5G;1
920230506;871214;3G;1
920230506;871214;5G;1
920230506;588770;4G;1
920230506;871214;4G;1
920490112;567426;3G;1
920490112;567426;5G;1
920490112;2557737;3G;1
920490112;2557737;5G;1
920490112;567426;4G;1
920490112;2557737;4G;1
920360301;2068265;3G;1
920360301;2068265;5G;1
920360301;812348;3G;1
920360301;812348;5G;1
920360301;2068265;4G;1
920360301;812348;4G;1
920640108;2226202;3G;1
920640108;2226202;5G;1
920640108;536906;3G;1
920640108;536906;5G;1
920640108;2226202;4G;1
920640108;536906;4G;1
920460103;2624878;3G;1
920460103;2624878;5G;1
920460103;585721;3G;1
920460103;585721;5G;1
920460103;1324473;3G;1
920460103;1324473;5G;1
920460103;2212024;3G;1
920460103;2212024;5G;1
920460103;1903342;3G;1
920460103;1903342;5G;1
920460103;2624878;4G;1
920460103;585721;4G;1
920460103;1324473;4G;1
920460103;2212024;4G;1
920460103;1903342;4G;1
920240104;545907;3G;1
920240104;545907;5G;1
920240104;1413146;3G;1
920240104;1413146;5G;1
920240104;871060;3G;1
920240104;871060;5G;1
920240104;545907;4G;1
920240104;1413146;4G;1
920240104;871060;4G;1
920400404;1549923;3G;1
920400404;1549923;5G;1
920400404;1890117;3G;1
920400404;1890117;5G;1
920400404;1549923;4G;1
920400404;1890117;4G;1
920330106;483764;3G;1
920330106;483764;5G;1
920330106;822604;3G;1
920330106;822604;5G;1
920330106;584435;3G;1
920330106;584435;5G;1
920330106;483764;4G;1
920330106;822604;4G;1
920330106;584435;4G;1
920780101;798593;3G;1
920780101;798593;5G;1
920780101;1690558;3G;1
920780101;1690558;5G;1
920780101;798593;4G;1
920780101;1690558;4G;1
920620103;2640553;3G;1
920620103;2640553;5G;1
920620103;706012;3G;1
920620103;706012;5G;1
920620103;871211;3G;1
920620103;871211;5G;1
920620103;2640553;4G;1
920620103;706012;4G;1
920620103;871211;4G;1
920720103;821300;3G;1
920720103;821300;5G;1
920720103;821300;4G;1
920020405;2108647;3G;1
920020405;2108647;5G;1
920020405;2108647;4G;1
920120602;2052502;3G;1
920120602;2052502;5G;1
920120602;2052502;4G;1
920400103;2055632;3G;1
920400103;2055632;5G;1
920400103;2055632;4G;1
920620201;1602982;3G;1
920620201;1602982;5G;1
920620201;1784205;3G;1
920620201;1784205;5G;1
920620201;762788;3G;1
920620201;762788;5G;1
920620201;871128;3G;1
920620201;871128;5G;1
920620201;1784205;4G;1
920620201;762788;4G;1
920620201;871128;4G;1
920260304;1422610;3G;1
920260304;1422610;5G;1
920260304;539240;3G;1
920260304;539240;5G;1
920260304;2378970;3G;1
920260304;2378970;5G;1
920260304;394243;3G;1
920260304;394243;5G;1
920260304;1422610;4G;1
920260304;539240;4G;1
920260304;2378970;4G;1
920260304;394243;4G;1
920190103;836328;3G;1
920190103;836328;5G;1
920190103;653311;3G;1
920190103;653311;5G;1
920190103;905613;3G;1
920190103;905613;5G;1
920190103;836328;4G;1
920190103;653311;4G;1
920190103;905613;4G;1
920770106;2143153;3G;1
920770106;2143153;5G;1
920770106;2488589;3G;1
920770106;2488589;5G;1
920770106;2143153;4G;1
920770106;2488589;4G;1
920500510;2280277;3G;1
920500510;2280277;5G;1
920500510;1272754;3G;1
920500510;1272754;5G;1
920500510;1195758;3G;1
920500510;1195758;5G;1
920500510;1643610;3G;1
920500510;1643610;5G;1
920500510;2280277;4G;1
920500510;1272754;4G;1
920500510;1195758;4G;1
920500510;1643610;4G;1
920730109;1909817;3G;1
920730109;1909817;5G;1
920730109;1658266;3G;1
920730109;1658266;5G;1
920730109;1909817;4G;1
920730109;1658266;4G;1
920440125;1059423;3G;1
920440125;1059423;5G;1
920440125;1283918;3G;1
920440125;1283918;5G;1
920440125;2378970;3G;1
920440125;2378970;5G;1
920440125;613364;3G;1
920440125;613364;5G;1
920440125;1059423;4G;1
920440125;1283918;4G;1
920440125;2378970;4G;1
920440125;613364;4G;1
920090109;793482;3G;1
920090109;793482;5G;1
920090109;602806;3G;1
920090109;602806;5G;1
920090109;793482;4G;1
920090109;602806;4G;1
920620404;2114377;3G;1
920620404;2114377;5G;1
920620404;1551989;3G;1
920620404;1551989;5G;1
920620404;1302469;3G;1
920620404;1302469;5G;1
920620404;2114377;4G;1
920620404;1551989;4G;1
920620404;1302469;4G;1
920120404;627950;3G;1
920120404;627950;5G;1
920120404;1413460;3G;1
920120404;1413460;5G;1
920120404;627950;4G;1
920120404;1413460;4G;1
920630805;2009051;3G;1
920630805;2009051;5G;1
920630805;2009051;4G;1
920350105;2201607;3G;1
920350105;2201607;5G;1
920350105;588818;3G;1
920350105;588818;5G;1
920350105;2201607;4G;1
920350105;588818;4G;1
920230501;451434;3G;1
920230501;451434;5G;1
920230501;1893014;3G;1
920230501;1893014;5G;1
920230501;1897314;3G;1
920230501;1897314;5G;1
920230501;451434;4G;1
920230501;1893014;4G;1
920230501;1897314;4G;1
920230507;678373;3G;1
920230507;678373;5G;1
920230507;678373;4G;1
920260701;618344;3G;1
920260701;618344;5G;1
920260701;618346;3G;1
920260701;618346;5G;1
920260701;587197;3G;1
920260701;587197;5G;1
920260701;618344;4G;1
920260701;618346;4G;1
920260701;587197;4G;1
920480205;469542;3G;1
920480205;469542;5G;1
920480205;469542;4G;1
920500702;2133900;3G;1
920500702;2133900;5G;1
920500702;2335269;3G;1
920500702;2335269;5G;1
920500702;588386;3G;1
920500702;588386;5G;1
920500702;2133900;4G;1
920500702;2335269;4G;1
920500702;588386;4G;1
920070103;684499;3G;1
920070103;684499;5G;1
920070103;2529900;3G;1
920070103;2529900;5G;1
920070103;2556870;3G;1
920070103;2556870;5G;1
920070103;684499;4G;1
920070103;2529900;4G;1
920070103;2556870;4G;1
920250107;713196;3G;1
920250107;713196;5G;1
920250107;584535;3G;1
920250107;584535;5G;1
920250107;713196;4G;1
920250107;584535;4G;1
920090101;654982;3G;1
920090101;654982;5G;1
920090101;752240;3G;1
920090101;752240;5G;1
920090101;654982;4G;1
920090101;752240;4G;1
920600107;836328;3G;1
920600107;836328;5G;1
920600107;653311;3G;1
920600107;653311;5G;1
920600107;411554;3G;1
920600107;411554;5G;1
920600107;836328;4G;1
920600107;653311;4G;1
920600107;411554;4G;1
920040303;599897;3G;1
920040303;599897;5G;1
920040303;1651051;3G;1
920040303;1651051;5G;1
920040303;599897;4G;1
920040303;1651051;4G;1
920260502;618342;3G;1
920260502;618342;5G;1
920260502;2262979;3G;1
920260502;2262979;5G;1
920260502;1898367;3G;1
920260502;1898367;5G;1
920260502;1898375;3G;1
920260502;1898375;5G;1
920260502;618342;4G;1
920260502;2262979;4G;1
920260502;1898367;4G;1
920260502;1898375;4G;1
920750108;836357;3G;1
920750108;836357;5G;1
920750108;1969947;3G;1
920750108;1969947;5G;1
920750108;836357;4G;1
920750108;1969947;4G;1
920230201;593825;3G;1
920230201;593825;5G;1
920230201;1623750;3G;1
920230201;1623750;5G;1
920230201;1890117;3G;1
920230201;1890117;5G;1
920230201;1893014;3G;1
920230201;1893014;5G;1
920230201;593825;4G;1
920230201;1623750;4G;1
920230201;1890117;4G;1
920230201;1893014;4G;1
920040105;689707;3G;1
920040105;689707;5G;1
920040105;449462;3G;1
920040105;449462;5G;1
920040105;689707;4G;1
920040105;449462;4G;1
920620403;2114377;3G;1
920620403;2114377;5G;1
920620403;1551989;3G;1
920620403;1551989;5G;1
920620403;1302469;3G;1
920620403;1302469;5G;1
920620403;2114377;4G;1
920620403;1551989;4G;1
920620403;1302469;4G;1
920600104;2624870;3G;1
920600104;2624870;5G;1
920600104;2210163;3G;1
920600104;2210163;5G;1
920600104;2624870;4G;1
920600104;2210163;4G;1
920040404;1964234;3G;1
920040404;1964234;5G;1
920040404;1427464;3G;1
920040404;1427464;5G;1
920040404;1964234;4G;1
920040404;1427464;4G;1
920350109;711247;3G;1
920350109;711247;5G;1
920350109;1860003;3G;1
920350109;1860003;5G;1
920350109;711247;4G;1
920350109;1860003;4G;1
920250212;2687810;3G;1
920250212;2687810;5G;1
920250212;1447933;3G;1
920250212;1447933;5G;1
920250212;584535;3G;1
920250212;584535;5G;1
920250212;2687810;4G;1
920250212;1447933;4G;1
920250212;584535;4G;1
920640104;555204;3G;1
920640104;555204;5G;1
920640104;1525214;3G;1
920640104;1525214;5G;1
920640104;549290;3G;1
920640104;549290;5G;1
920640104;555204;4G;1
920640104;1525214;4G;1
920640104;549290;4G;1
920240303;702630;3G;1
920240303;702630;5G;1
920240303;1624049;3G;1
920240303;1624049;5G;1
920240303;702630;4G;1
920240303;1624049;4G;1
920120305;1497151;3G;1
920120305;1497151;5G;1
920120305;550712;3G;1
920120305;550712;5G;1
920120305;1497151;4G;1
920120305;550712;4G;1
920400401;783679;3G;1
920400401;783679;5G;1
920400401;633305;3G;1
920400401;633305;5G;1
920400401;783679;4G;1
920400401;633305;4G;1
920020308;705625;3G;1
920020308;705625;5G;1
920020308;705625;4G;1
920490105;783607;3G;1
920490105;783607;5G;1
